Kinase,Model,CV Mean R²,CV Std R²,Test R²,Test MSE,GeneName
O43318,XGBoost,-1.0098495117171606,0.3799972304906618,-0.323742422202526,0.8632974368073242,MAP3K7
O43318,PLS,-0.7771880335271335,0.471600233245563,0.0603284087381725,0.6128201850834717,MAP3K7
O43318,SVR,-0.7480405752006765,0.5382230240923433,0.1017365875972208,0.5858152526492626,MAP3K7
O43318,Lasso,-0.3713320780994299,0.2283285556294242,0.0056393325387481,0.6484864434978297,MAP3K7
O43318,ElasticNet,-0.523357672288624,0.3124915560046085,0.0394726867091299,0.6264215406557145,MAP3K7
O43318,GradientBoosting,-1.6429670469572468,1.401730023165194,-0.2803490272621436,0.8349978174870719,MAP3K7
O43318,MLP,-0.9640824775206298,0.30299028801898,-0.2670414568767625,0.8263190963014825,MAP3K7
O43353,RandomForest,-0.3374231393241746,0.3234596232684376,0.2025186691052061,0.5162479594286222,RIPK2
O43353,XGBoost,-1.1107891335611793,0.759779218012005,0.115329421433787,0.5726897461523104,RIPK2
O43353,PLS,-0.1468521942284564,0.4991679682482658,0.307977630734969,0.447979309573534,RIPK2
O43353,SVR,-0.0903952196325355,0.3881249032211307,0.2750001259139248,0.4693272319779489,RIPK2
O43353,Lasso,-0.1509521422397771,0.3750275070615674,0.2596709178292955,0.4792505644583059,RIPK2
O43353,ElasticNet,-0.121142199755937,0.4309872575901752,0.2852811168903867,0.4626718528400482,RIPK2
O43353,GradientBoosting,-0.8018874129264212,0.4978505572486947,0.2831915931769312,0.4640245018757801,RIPK2
O43353,MLP,-0.545985645827969,0.8595484482015899,0.3191969063270361,0.4407165337488343,RIPK2
O43683,RandomForest,-1.797485399255813,3.2670506145195084,-0.2946754968065788,2.9920632880015496,BUB1
O43683,XGBoost,-3.4412442966649754,3.358450315133562,-0.9613684749671528,4.532825887774988,BUB1
O43683,PLS,-1.3659923212419245,3.026733740425138,0.0582711992576104,2.1763848770639003,BUB1
O43683,SVR,-0.4727574067797399,1.2197450255335465,0.0267258144041572,2.249287923548296,BUB1
O43683,Lasso,-0.6791737904839712,1.775347711690905,0.0521986440636228,2.1904188720727733,BUB1
O43683,ElasticNet,-0.7610927939468534,1.9124327748907517,0.0559118777942067,2.1818373932756128,BUB1
O43683,GradientBoosting,-2.392630844981634,2.151466527724053,-0.2575683073742365,2.9063066180906048,BUB1
O43683,MLP,-3.052682395723124,6.1304056922814425,0.0810064089326365,2.1238426096142944,BUB1
O60885,RandomForest,-0.5077276755624648,0.8501420943882757,0.1684911612264618,0.3483452692703947,BRD4
O60885,XGBoost,-1.786200136846579,2.050490975763716,-0.023574281016923,0.4288075386727178,BRD4
O60885,PLS,-0.7821151274785756,1.0584895521920394,0.2139969327038321,0.3292814668434443,BRD4
O60885,SVR,-0.4039097108661439,0.4137771411676942,-0.0408726046508023,0.4360543518431684,BRD4
O60885,Lasso,-0.2518921906721373,0.4166826678813772,0.0635126090491231,0.3923240946545837,BRD4
O60885,ElasticNet,-0.3502325098352263,0.5462773432044247,0.1326681081613522,0.3633526756672517,BRD4
O60885,GradientBoosting,-0.8665057983059359,1.318798995236126,-0.4317396286062913,0.5998008718555371,BRD4
O60885,MLP,-2.8746438759517186,3.203115756249125,-0.6655349642432324,0.6977451093055411,BRD4
O75385,RandomForest,-1.0038971212945165,1.427060387071406,-0.9149994290942352,0.2361217080101374,ULK1
O75385,XGBoost,-1.6791933617697423,2.3868496643548505,-0.6123475989018532,0.1988043772623053,ULK1
O75385,PLS,-1.0651324903680992,1.2507687620144403,-0.481053935613762,0.1826157123700368,ULK1
O75385,SVR,-1.6896820577943026,1.4346947715529017,-0.2859499213503982,0.1585591552830776,ULK1
O75385,Lasso,-0.5662853413150777,0.6490069862814678,0.1093226047393095,0.1098215825340726,ULK1
O75385,ElasticNet,-0.7809175009766921,0.873314364921092,-0.1301782155699973,0.1393523186283441,ULK1
O75385,GradientBoosting,-1.208137966136042,1.8128692711239975,-0.5463785680529398,0.1906703172708689,ULK1
O75385,MLP,-0.5310907051500868,0.6440270890835552,-1.052505236800839,0.2530763377002119,ULK1
O75676,RandomForest,-0.6633218813842428,0.6463896793583181,-0.4575279443502249,0.5274331615989993,RPS6KA4
O75676,XGBoost,-0.9389133424968756,0.9623395781072294,-0.8756308329962499,0.6787313437621942,RPS6KA4
O75676,PLS,-0.4626307648721319,0.4660902560276696,-0.600434462230258,0.5791465004963691,RPS6KA4
O75676,SVR,-0.8205215708925057,1.164729262040284,-0.3793473028328578,0.4991420656435624,RPS6KA4
O75676,Lasso,-0.2752960749211274,0.3332869180500633,-0.4614072747569617,0.5288369683042111,RPS6KA4
O75676,ElasticNet,-0.3177034059709781,0.3487997334370935,-0.4818235010708043,0.5362249534432756,RPS6KA4
O75676,GradientBoosting,-0.8597263489156415,0.6846593175733963,-0.9756792828873752,0.7149357063911934,RPS6KA4
O75676,MLP,-1.2347330987422125,0.4116883469481493,-1.583637350013806,0.9349364595205344,RPS6KA4
O76039,RandomForest,-0.4624794045620833,0.3555777400898603,-0.1022673832414253,1.2208839630186177,CDKL5
O76039,XGBoost,-1.4617110587438185,0.9495269250599148,0.1326062551706704,0.9607352342864756,CDKL5
O76039,PLS,-0.2738641870811131,0.3768550923157456,-0.0062984390506011,1.114587662600243,CDKL5
O76039,SVR,-0.2663396266151275,0.367980046550612,0.0190295538716835,1.0865340879010328,CDKL5
O76039,Lasso,-0.1026833496133445,0.138525932935795,-0.0103554893835082,1.119081297959424,CDKL5
O76039,ElasticNet,-0.1542055907330455,0.2167378616320971,0.0045619344522095,1.1025585886717535,CDKL5
O76039,GradientBoosting,-0.7996178900853892,0.6461872341287762,-0.2137331178792507,1.3443446858109596,CDKL5
O76039,MLP,-0.2022331397941512,0.1258361869865873,-0.2662446963077927,1.40250711078236,CDKL5
O94804,RandomForest,-0.413614061362517,0.2215045807835235,0.2713087917662492,0.4143022030230264,STK10
O94804,XGBoost,-0.8951121613642978,0.5848317711049056,-0.1120941144351583,0.6322884596017109,STK10
O94804,PLS,-1.8829354420314848,1.332642200818395,-0.1312394663378489,0.6431736759749971,STK10
O94804,SVR,-1.760034087226596,1.530133365223125,-0.093917324326743,0.6219539254386639,STK10
O94804,Lasso,-0.6965007074677636,0.692220300404742,0.0467527566360509,0.5419750210909969,STK10
O94804,ElasticNet,-0.9450618031435264,0.766550936933655,0.0239068083910324,0.5549642359753145,STK10
O94804,GradientBoosting,-0.4659766615512861,0.4442553645339752,0.1879248580621804,0.4617106896905916,STK10
O94804,MLP,-2.6880638385253657,1.945853651104647,-0.1001246313742187,0.6254831308902338,STK10
O94806,RandomForest,-0.0259240247327189,0.2668460018071326,-0.0375187421942619,0.9179649837608226,PRKD3
O94806,XGBoost,-0.2580200993257703,0.2083976029411783,-0.193765215033322,1.0562071041865744,PRKD3
O94806,PLS,-0.2846839766245043,0.2192707785549579,0.04962528932154,0.8408625987898553,PRKD3
O94806,SVR,-0.1625579550744641,0.3877805833101735,0.0255123849411862,0.8621969621875946,PRKD3
O94806,Lasso,-0.1892898688873798,0.1742556685239896,0.0065130508574398,0.8790069943290546,PRKD3
O94806,ElasticNet,-0.1833954196658194,0.1720462281109211,0.0283558500094849,0.8596811508975498,PRKD3
O94806,GradientBoosting,-0.1901347320994439,0.4038634951534011,-0.1827626279989298,1.0464723502803537,PRKD3
O94806,MLP,-0.3439313240779912,0.3651353550723636,0.05317319585842,0.8377235191433285,PRKD3
O94921,RandomForest,-0.3059895937250753,0.3594792008218221,-0.2640562306099945,0.3369317072622018,CDK14
O94921,XGBoost,-0.5633017157539215,0.4773734407915581,-0.9059938489432752,0.5080389194757672,CDK14
O94921,PLS,-0.1321362667332336,0.3567008239930591,0.1743145060500724,0.2200848478108706,CDK14
O94921,SVR,-0.1139648095859807,0.282373087952302,0.2600999873534271,0.1972188961435933,CDK14
O94921,Lasso,-0.2135540101705297,0.2691647902531109,-0.2531633538845248,0.3340282323508538,CDK14
O94921,ElasticNet,-0.1271993064412899,0.2951823306403012,0.0833258882944927,0.2443376852871127,CDK14
O94921,GradientBoosting,-0.5360457756924937,0.3826978042820713,-0.1910008288571576,0.3174589333133474,CDK14
O94921,MLP,-0.828252274711326,0.5493486832129705,-0.3146302070421223,0.3504121014168924,CDK14
O95819,RandomForest,-0.5203811936574677,0.7432951036458337,-0.3633421419138989,0.5275628737486835,MAP4K4
O95819,XGBoost,-0.8633017573213806,1.0434978882769568,-1.0180691896184122,0.7809179723617788,MAP4K4
O95819,PLS,-0.4475583459806961,0.7772368709682991,-0.2545720536046059,0.4854728813673194,MAP4K4
O95819,SVR,-1.03473114964761,1.3417930456034202,-0.5174356095642454,0.587191333927721,MAP4K4
O95819,Lasso,-0.485641339004793,0.4817351909980696,-0.0491117920291734,0.4059673759585847,MAP4K4
O95819,ElasticNet,-0.4992207370744278,0.5427821970220177,-0.1184512750436892,0.4327991856699992,MAP4K4
O95819,GradientBoosting,-0.5209588571686143,0.9013470290708112,-0.9626344484046608,0.7594667823184741,MAP4K4
O95819,MLP,-0.763270528637469,0.9990360853060064,-1.3337330816199158,0.9030681978137876,MAP4K4
O95835,RandomForest,-0.2650097769517987,0.5178750177783865,0.0392433832579005,0.5544798854371955,LATS1
O95835,XGBoost,-0.9375309394704712,1.1254552738380077,-0.0003728843533392,0.5773435567809507,LATS1
O95835,PLS,-0.6770318020981255,0.5245095550212518,0.0546780601105493,0.5455720957807084,LATS1
O95835,SVR,-0.9110472324956924,0.6792001391018307,-0.1296264328606504,0.6519394445633434,LATS1
O95835,Lasso,-0.3827753604552065,0.3807874753442583,0.0384098500800356,0.554960941068681,LATS1
O95835,ElasticNet,-0.4445295290109662,0.4021231969128951,0.0770356617959573,0.5326688899061418,LATS1
O95835,GradientBoosting,-0.3279611144815735,0.643991368578089,-0.1222614304319396,0.6476888928296857,LATS1
O95835,MLP,-2.755346662579057,1.7381777113192527,-0.0978104046173564,0.6335775125318686,LATS1
O96013,RandomForest,0.4212811820972287,0.1516954605435038,0.5448401774982163,0.5088361965958018,PAK4
O96013,XGBoost,0.3131604932802591,0.1244221124422827,0.3946339113995295,0.6767560818053827,PAK4
O96013,PLS,0.5814145346466809,0.0684503165698466,0.6526464626773609,0.388316463948566,PAK4
O96013,SVR,0.6110590478302639,0.1122401272075052,0.5972465762716048,0.4502495830353983,PAK4
O96013,Lasso,0.6391342103337736,0.0869889542679018,0.6164697177271592,0.4287594828523378,PAK4
O96013,ElasticNet,0.644411487301117,0.0419018119513095,0.652509296920895,0.3884698054747131,PAK4
O96013,GradientBoosting,0.4348089242210031,0.1296795640594684,0.4890681652497681,0.5711853258159751,PAK4
O96013,MLP,0.414766143267293,0.1456448453807299,0.6620514183888163,0.3778023946990768,PAK4
P00519,RandomForest,-0.670596622416592,0.4770022373080984,-0.0829496004486347,0.5814876245238674,ABL1
P00519,XGBoost,-0.9976693555566662,0.6174919320621869,-0.2351166560280906,0.6631934210291093,ABL1
P00519,PLS,-0.2538050988294891,0.4176282545902576,0.2847215837406933,0.3840673166798458,ABL1
P00519,SVR,-0.1321292442198587,0.1340510259444696,0.2458042329686162,0.4049639104306928,ABL1
P00519,Lasso,-0.1360212865720168,0.2169677839174563,0.0297137403920872,0.5209932687299742,ABL1
P00519,ElasticNet,-0.1382181205917564,0.2341447672802834,0.1616296364092856,0.4501612918954101,ABL1
P00519,GradientBoosting,-0.8421102513278977,0.3557669456945152,-0.2153346525936936,0.6525715138040408,ABL1
P00519,MLP,-0.1675593638113932,0.2765570207840492,-0.1561712744894914,0.6208038561232329,ABL1
P04049,RandomForest,-0.4772091158289594,0.210276869812181,-0.170006836524891,2.1006735497349807,RAF1
P04049,XGBoost,-4.169654668731896,3.8585640819762745,-1.6962334797550795,4.840917316051004,RAF1
P04049,PLS,-2.423913042445848,4.318119002962711,-0.0641107652760542,1.910543826601051,RAF1
P04049,SVR,-0.2985232522928117,0.5075378683168269,-0.1501012011351608,2.064934235699797,RAF1
P04049,Lasso,-0.4662687533216166,0.7601069187622608,0.0624790116089281,1.683259858962903,RAF1
P04049,ElasticNet,-0.6624039512746578,1.0859543432857772,0.0249684695530191,1.7506076735851754,RAF1
P04049,GradientBoosting,-0.7116782155414155,0.3171999759111187,-0.7022716742449229,3.0563215264369235,RAF1
P04049,MLP,-5.075896042549022,5.995527236894783,-0.9004002977123271,3.412048985260642,RAF1
P04626,RandomForest,-0.2069954071234663,0.2984632091030271,-0.74935023243262,1.278004183393356,ERBB2
P04626,XGBoost,-0.5303408828559927,0.4591272440355414,-2.675918341881476,2.6854765453137133,ERBB2
P04626,PLS,-0.2234255303802079,0.2522930829955216,-0.0357922754730939,0.7567077401878268,ERBB2
P04626,SVR,-0.2558883357644952,0.3869049029938725,-0.026344552407705,0.7498056176869947,ERBB2
P04626,Lasso,-0.1272409274303835,0.1961947246990839,0.0339503346744367,0.705756623666482,ERBB2
P04626,ElasticNet,-0.1402316389424127,0.213450810118514,0.0295574212313621,0.708965907692887,ERBB2
P04626,GradientBoosting,-0.6384853377015487,0.4864320668758884,-1.097782730247321,1.5325548054366958,ERBB2
P04626,MLP,-0.2239164590277914,0.0952438353067657,-0.2008801803940405,0.8773142540836888,ERBB2
P06493,RandomForest,-0.378032082547402,0.9279938615129982,-0.2108815040030021,2.338869969607107,CDK1
P06493,XGBoost,-0.9490287277947008,1.0973292343182977,-0.0885549016708628,2.102590849203595,CDK1
P06493,PLS,-1.2535909319086884,2.4895464528591704,-0.3174941929156876,2.544796986951594,CDK1
P06493,SVR,-1.5761406896618146,3.229183177734641,-0.3024107854785012,2.515662733453164,CDK1
P06493,Lasso,-0.7304270544797411,1.5217541184757957,-0.3051938412741957,2.5210383260299536,CDK1
P06493,ElasticNet,-0.7905777532150202,1.6380285068571672,-0.3043702735856031,2.5194475694378182,CDK1
P06493,GradientBoosting,-0.6936120914278395,1.2380272429701982,-0.2295588699761472,2.3749461093792794,CDK1
P06493,MLP,-0.4969928072384603,0.6771123704825136,-0.0551135539152929,2.037997440393465,CDK1
P10398,RandomForest,-0.3585946326502366,0.4401514857181077,-0.0015386976754945,0.2058432988188389,ARAF
P10398,XGBoost,-0.8507035909421825,0.8204294194866832,-0.6121333303538383,0.3313370153604945,ARAF
P10398,PLS,-0.2401841985177294,0.1565441545298808,-0.0131878185603644,0.2082375083255173,ARAF
P10398,SVR,-0.3499212278909559,0.2621404754424999,-0.0104325926946422,0.2076712348679789,ARAF
P10398,Lasso,-0.0799054585434281,0.0685115142537723,-0.0330243473789289,0.2123144516713962,ARAF
P10398,ElasticNet,-0.1135149288394558,0.0786110896112649,-0.0234680783048262,0.2103503798335538,ARAF
P10398,GradientBoosting,-0.8161979506691225,0.9759596041876304,-0.2565944997510374,0.2582641666334996,ARAF
P10398,MLP,-0.9388492723593268,0.9055858933759164,-0.4018917131912791,0.288126674985039,ARAF
P11274,RandomForest,-0.0646640256611138,0.3441753508042359,0.3185627452211054,0.6171826277870401,BCR
P11274,XGBoost,-0.5682762284409797,0.9035548711625806,-0.0981684211901459,0.9946190455389688,BCR
P11274,PLS,0.0533034776900483,0.3201541005710819,0.2986019108471229,0.635261299191282,BCR
P11274,SVR,-0.0228447343693747,0.1408266949601861,0.1737359079152524,0.7483533370426046,BCR
P11274,Lasso,0.1211373646221109,0.2885519531189817,0.3239005919109938,0.6123481016091916,BCR
P11274,ElasticNet,0.1394711037277453,0.3098215083202325,0.3431802920382616,0.5948863383961513,BCR
P11274,GradientBoosting,-0.1475508417517455,0.4333569715123609,0.2410785342385524,0.6873606355358742,BCR
P11274,MLP,-1.477573279184618,0.8446606213695136,-0.1172798518275941,1.011928405863592,BCR
P15056,RandomForest,-2.132140037825104,3.908434316734136,-0.3801391093405246,3.0597427074310075,BRAF
P15056,XGBoost,-3.2530166936235183,5.87004398936092,-2.156799637434628,6.998566017071159,BRAF
P15056,PLS,-2.726339972249173,3.598120170516464,-0.785570423611573,3.958576382101504,BRAF
P15056,SVR,-1.6611929769426528,2.533396497143264,-0.4427034187978116,3.19844661656004,BRAF
P15056,Lasso,-1.9399632154815076,2.796446188025316,-0.4924617385676311,3.3087598849975044,BRAF
P15056,ElasticNet,-2.039433573503559,2.8266409112062147,-0.5667523995907842,3.473460897205207,BRAF
P15056,GradientBoosting,-3.604190113766209,6.396658710314227,-0.6365517589596432,3.6282047772726815,BRAF
P15056,MLP,-4.020332427078098,6.593567515388419,-1.3276606404442983,5.160380299183591,BRAF
P23443,RandomForest,-0.6060148247871213,0.5612540722738378,0.3457677250102293,0.9559732925072872,RPS6KB1
P23443,XGBoost,-1.179559615283188,0.9147947824421704,-0.2424968000484324,1.815553592018432,RPS6KB1
P23443,PLS,-0.4286121750770528,0.9296309968388904,0.2497866715281224,1.096222141766585,RPS6KB1
P23443,SVR,-1.196509578700132,2.421847155122627,0.257852950229488,1.084435583225818,RPS6KB1
P23443,Lasso,-0.1325977894968366,0.4325664378463858,0.2941146528296898,1.0314494794338938,RPS6KB1
P23443,ElasticNet,-0.2419837840611802,0.6534484970815156,0.2816744616005492,1.0496272597473577,RPS6KB1
P23443,GradientBoosting,-1.0308424563325016,1.0152202829823165,-0.2297564800890705,1.7969372594332838,RPS6KB1
P23443,MLP,-0.9075159172395232,1.1015823005482897,-0.1656556099187245,1.7032721770888124,RPS6KB1
P27361,RandomForest,-0.1394922895633621,0.4700776381367165,0.0845528881636223,1.573745370997348,MAPK3
P27361,XGBoost,-0.669645394897813,1.3965385783841622,-0.5642139625813007,2.689040634934821,MAPK3
P27361,PLS,-0.3994158594079854,0.7490407265162525,0.044934555865537,1.641853256482589,MAPK3
P27361,SVR,-0.3447301732697747,0.7101375023305625,-0.0269580677785525,1.7654438847186444,MAPK3
P27361,Lasso,-0.0860084566758392,0.4919360530468061,0.0597725496856151,1.616345257399613,MAPK3
P27361,ElasticNet,-0.0942878656110746,0.4958289816114781,0.058161661973036,1.6191145348904583,MAPK3
P27361,GradientBoosting,-0.2021077158936217,0.7586834988077198,-0.2550728489269307,2.157596065053993,MAPK3
P27361,MLP,-0.9156954554404788,1.4782839202815752,-0.0904801369832846,1.8746446906140133,MAPK3
P27448,RandomForest,-0.1169009720197059,0.3517682739577233,0.0020046408265241,1.0505223131625407,MARK3
P27448,XGBoost,-0.1284454753260985,0.5044428619696083,-0.2200172746512187,1.2842297889303855,MARK3
P27448,PLS,-0.0072501772050169,0.2878975551466991,0.0457066798640592,1.0045201281647538,MARK3
P27448,SVR,0.0313888927034819,0.3306443010137562,-0.0403762407652616,1.0951338049439685,MARK3
P27448,Lasso,-0.0255484001807835,0.2554153756645904,0.1825314553217804,0.860493927751526,MARK3
P27448,ElasticNet,-0.014682375080786,0.2695385355430706,0.1445190068569185,0.9005070650103508,MARK3
P27448,GradientBoosting,-0.070613188344415,0.471877645529775,-0.3072248367716073,1.37602729985253,MARK3
P27448,MLP,-1.3621883624676572,1.0934864883719813,-2.840464959797058,4.04259809036286,MARK3
P30291,RandomForest,-0.393941642001513,0.5268159792344712,-0.1042032770744734,0.972227105550986,WEE1
P30291,XGBoost,-0.998372566922147,0.7441546258552905,-0.1722509906107048,1.0321416456943324,WEE1
P30291,PLS,-0.2540749124195708,0.2728558220053544,0.0242031082853794,0.8591680602061549,WEE1
P30291,SVR,-0.2008472397247279,0.1977910734505505,0.0909062843527208,0.8004373562266961,WEE1
P30291,Lasso,-0.1218100680349549,0.2445009533448446,-0.007952974999994,0.8874807961194414,WEE1
P30291,ElasticNet,-0.1372170076016783,0.2453670889842901,-0.0005464956986358,0.8809595512698872,WEE1
P30291,GradientBoosting,-0.6755370553630499,0.584589293172502,-0.3272736758008718,1.1686357674256995,WEE1
P30291,MLP,-0.278671587516126,0.2757752471982336,0.0643836115363825,0.8237899960522391,WEE1
P31749,RandomForest,-0.3247799139555785,0.4297635913201364,0.1469195849209487,1.976138039183101,AKT1
P31749,XGBoost,-0.6869831237790798,0.4512951795164551,-0.0664426176648969,2.470385893431061,AKT1
P31749,PLS,-0.2608645810686695,0.4035776861671236,-0.0767178134446913,2.4941881105275865,AKT1
P31749,SVR,-0.258972858570227,0.3238349451572798,-0.0056383296371227,2.329534381201706,AKT1
P31749,Lasso,-0.2167055297889494,0.3268757844562555,-0.0236807597819435,2.371329189637416,AKT1
P31749,ElasticNet,-0.2298601273616036,0.3531593715309799,-0.0327189227575646,2.392265853221242,AKT1
P31749,GradientBoosting,-0.5969338633527034,0.4487908823540314,0.0384433935846204,2.227420244537163,AKT1
P31749,MLP,-0.331722659856373,0.4977705604002192,-0.2096905858072479,2.8022159927723496,AKT1
P33981,RandomForest,-0.2098546545123918,0.2026721758548947,0.0773201163108262,1.2605587668475118,TTK
P33981,XGBoost,-0.5367483249430436,0.4940451942685689,-0.22983979613136,1.6801984786238089,TTK
P33981,PLS,-0.0575847301167202,0.455013744937172,0.1871612336831387,1.1104946049299655,TTK
P33981,SVR,-0.0368302689623881,0.3940977687502203,0.1442663395756236,1.169097307531466,TTK
P33981,Lasso,-0.0036012179497188,0.1673169376996146,0.0957145023317215,1.235428486054235,TTK
P33981,ElasticNet,0.0118114184552597,0.2785147578059216,0.1373225745904706,1.178583830410849,TTK
P33981,GradientBoosting,-0.3682758814480621,0.3856452925578944,0.078389014974154,1.2590984450124436,TTK
P33981,MLP,-0.1695626395422327,0.1783690137665353,-0.0228302028941973,1.3973834284752251,TTK
P42345,RandomForest,-1.3727894607520432,1.2017775168820162,-0.3655710654429354,3.485694661038925,MTOR
P42345,XGBoost,-2.7482483092099947,2.9349778899674828,-0.8187652205478342,4.642497471847459,MTOR
P42345,PLS,-0.3089186059320378,0.3077259522781232,-0.3094280939078149,3.3423866625852865,MTOR
P42345,SVR,-0.5274546682274999,0.4977344618675218,-0.1881008147822547,3.032692162029089,MTOR
P42345,Lasso,-0.2839629949969576,0.2743454597344596,-0.2304825075535379,3.140873745512433,MTOR
P42345,ElasticNet,-0.2881112013060615,0.2840606798701227,-0.2526044280677821,3.1973411547742256,MTOR
P42345,GradientBoosting,-2.78776592711277,2.6989431226149856,-0.6966947311681162,4.330905886562019,MTOR
P42345,MLP,-0.7694534223491717,0.8993330986612559,-0.2930137903114072,3.3004882569595697,MTOR
P49759,RandomForest,0.1037622175198801,0.1417709416322065,-0.0169446374989092,0.6884526881086557,CLK1
P49759,XGBoost,-0.1918691648436135,0.4528420808669806,-0.6140766581762664,1.092700008594203,CLK1
P49759,PLS,0.1711315142343688,0.1462134696437046,0.1259873182583858,0.5916904008323802,CLK1
P49759,SVR,0.1679085244534314,0.095595417845999,0.0943599362208111,0.6131015528053715,CLK1
P49759,Lasso,0.1900801269946004,0.1032292990461838,0.0714383190683224,0.6286190631619226,CLK1
P49759,ElasticNet,0.1847191898653135,0.1137610447825194,0.0745489948786546,0.6265131932408965,CLK1
P49759,GradientBoosting,-0.1783499872307995,0.2574888536954583,-0.2042727786539753,0.8152703707838753,CLK1
P49759,MLP,0.0706920860500125,0.1340650930941296,-0.2945966665526129,0.8764179703003816,CLK1
P49761,RandomForest,-0.0397755004973799,0.3973869912023003,-0.2049824405608262,0.8824553508728487,CLK3
P49761,XGBoost,-0.5691127393587914,0.4988984887373204,-0.5370145282741703,1.1256153195174978,CLK3
P49761,PLS,0.1178607133445906,0.2865429682053828,-0.0257613631706654,0.7512048086171992,CLK3
P49761,SVR,0.1181953092048363,0.2609560064056376,-0.1999567868776268,0.8787748698674084,CLK3
P49761,Lasso,0.0848783374966228,0.1677447159918928,-0.0106436480275518,0.7401335197984151,CLK3
P49761,ElasticNet,0.1163349272245182,0.217011469227372,-0.0113112084454751,0.7406224001696123,CLK3
P49761,GradientBoosting,-0.1404738519516181,0.5414438201598084,-0.3837200065591284,1.0133517989935203,CLK3
P49761,MLP,-0.1632398946617577,0.2317873941752143,-0.1751219920479922,0.8605873869236401,CLK3
P49841,RandomForest,-2.624874432493681,3.874553683635344,0.059368378756591,0.6659809128628705,GSK3B
P49841,XGBoost,-3.456865111231712,4.371958616700694,0.1037902059266252,0.634529611055018,GSK3B
P49841,PLS,-1.929028113680881,2.335673704855407,0.0380099450591457,0.6811029955676202,GSK3B
P49841,SVR,-0.722842327607961,0.449694758062807,-0.4032100751182448,0.993493207819558,GSK3B
P49841,Lasso,-1.1332590206537,1.4152901544675935,-0.0333524584558686,0.7316286185253025,GSK3B
P49841,ElasticNet,-1.3123814169608443,1.67370751062326,0.0098338314605801,0.7010520951210627,GSK3B
P49841,GradientBoosting,-5.972138732896452,9.131397852870338,0.1472550799866488,0.603755846012227,GSK3B
P49841,MLP,-2.528198675874807,2.77494417046086,-0.1136071091703865,0.7884500822495318,GSK3B
P51812,RandomForest,-0.1993060003399988,0.3266264736336869,-0.2010512281580714,2.24650613131732,RPS6KA3
P51812,XGBoost,-0.5953258473327487,0.8672648320322439,-0.1695964203883748,2.1876714897488663,RPS6KA3
P51812,PLS,-0.4367182670664492,0.7825342295326269,0.1938740002069071,1.5078182834272449,RPS6KA3
P51812,SVR,-0.1922908888341829,0.615455518521532,0.236875487075333,1.4273861572690376,RPS6KA3
P51812,Lasso,-0.243909830541496,0.4008673455682065,0.0067804117886068,1.8577674643264244,RPS6KA3
